FCFS 
Tempo Processos_Fila_Pronto Processos_Fila_Bloqueado Processos_Finalizados 
187000 9 0 123 
187200 9 0 123 
187400 9 0 124 
187600 9 0 124 
187800 9 0 125 
188000 9 0 125 
188200 9 0 125 
188400 9 0 125 
188600 9 0 125 
188800 9 0 125 
189000 9 0 125 
189200 9 0 125 
189400 9 0 125 
189600 9 0 125 
189800 9 0 125 
190000 9 0 125 
190200 9 0 125 
190400 8 1 125 
190600 9 0 125 
190800 9 0 125 
191000 9 0 125 
191200 9 0 125 
191400 8 1 125 
191600 8 1 125 
191800 9 0 125 
192000 9 0 125 
192200 9 0 125 
192400 9 0 125 
192600 9 0 125 
192800 9 0 126 
193000 9 0 126 
193200 9 0 126 
193400 9 0 126 
193600 9 0 127 
193800 9 0 127 
194000 9 0 127 
194200 9 0 127 
194400 9 0 128 
194600 9 0 128 
194800 9 0 128 
195000 9 0 128 
195200 9 1 128 
195400 9 0 128 
195600 9 1 128 
195800 9 0 128 
196000 8 1 128 
196200 9 0 128 
196400 9 0 128 
196600 9 0 129 
196800 9 0 129 
197000 9 0 129 
197200 9 0 129 
197400 9 0 129 
197600 9 0 129 
197800 9 0 129 
198000 9 0 129 
198200 9 0 129 
198400 9 0 129 
198600 8 1 129 
198800 9 0 129 
199000 9 0 129 
199200 9 0 130 
199400 9 0 131 
199600 9 0 131 
199800 9 0 131 
200000 9 0 131 
200200 9 0 131 
200400 9 0 131 
200600 9 0 131 
200800 9 0 131 
201000 9 0 131 
201200 9 0 131 
201400 9 0 131 
201600 9 0 131 
201800 9 0 131 
202000 9 0 131 
202200 9 0 131 
202400 9 0 131 
202600 9 0 131 
202800 8 1 131 
203000 9 0 131 
203200 9 0 131 
203400 9 0 131 
203600 9 0 131 
203800 8 1 132 
204000 9 0 132 
204200 9 0 132 
204400 9 0 132 
204600 8 1 132 
204800 9 0 132 
205000 9 0 132 
205200 9 0 132 
205400 9 0 132 
205600 9 0 132 
205800 8 1 132 
206000 8 1 132 
206200 9 0 132 
206400 9 0 132 
206600 9 0 132 
206800 9 0 132 
207000 9 0 132 
207200 9 0 132 
207400 9 0 132 
207600 8 1 132 
207800 9 0 132 
208000 9 0 132 
208200 9 0 133 
208400 9 0 133 
208600 9 0 134 
208800 9 0 134 
209000 9 0 134 
209200 9 0 134 
209400 9 0 134 
209600 9 0 134 
209800 9 0 134 
210000 9 0 134 
210200 9 0 134 
210400 9 0 134 
210600 9 0 135 
210800 9 0 135 
211000 9 0 135 
211200 9 0 135 
211400 9 0 135 
211600 9 0 135 
211800 9 0 135 
212000 9 0 135 
212200 9 0 135 
212400 9 0 135 
212600 9 0 135 
212800 9 0 135 
213000 9 0 135 
213200 9 0 135 
213400 9 0 135 
213600 9 0 135 
213800 9 0 135 
214000 9 0 135 
214200 9 0 136 
214400 9 0 137 
214600 9 0 138 
214800 9 0 138 
215000 9 0 139 
215200 9 0 139 
215400 9 0 139 
215600 9 0 139 
215800 9 0 139 
216000 9 0 139 
216200 9 0 139 
216400 9 0 139 
216600 9 0 139 
216800 9 0 139 
217000 9 0 139 
217200 9 0 139 
217400 9 0 139 
217600 9 0 140 
217800 9 0 140 
218000 9 0 140 
218200 9 0 140 
218400 9 0 140 
218600 9 0 141 
218800 9 0 141 
219000 8 1 141 
219200 9 0 141 
219400 9 0 141 
219600 9 0 141 
219800 9 0 141 
220000 9 0 141 
220200 9 0 141 
220400 9 0 141 
220600 9 0 141 
220800 9 0 141 
221000 9 0 141 
221200 9 0 142 
221400 9 0 142 
221600 9 0 142 
221800 9 0 142 
222000 9 0 142 
222200 9 0 143 
222400 9 0 143 
222600 9 0 143 
222800 9 0 143 
223000 9 0 143 
223200 9 0 144 
223400 9 0 144 
223600 9 0 144 
223800 8 1 144 
224000 8 1 144 
224200 9 0 144 
224400 9 0 144 
224600 9 1 144 
224800 9 0 144 
225000 9 1 144 
225200 9 0 144 
225400 9 0 145 
225600 9 0 145 
225800 9 0 145 
226000 9 0 145 
226200 9 0 145 
226400 9 0 145 
226600 8 1 145 
226800 9 0 145 
227000 9 0 145 
227200 9 0 145 
227400 9 0 145 
227600 9 0 146 
227800 9 0 146 
228000 9 0 146 
228200 9 0 147 
228400 9 0 147 
228600 9 0 147 
228800 9 0 147 
229000 9 0 147 
229200 9 0 147 
229400 9 0 147 
229600 8 1 147 
229800 9 0 147 
230000 9 0 147 
230200 9 0 147 
230400 9 0 147 
230600 9 0 147 
230800 9 0 147 
231000 9 0 147 
231200 9 0 147 
231400 9 0 147 
231600 9 0 147 
231800 9 0 148 
232000 9 0 148 
232200 9 0 148 
232400 9 0 148 
232600 8 1 148 
232800 8 1 148 
233000 8 1 148 
233200 9 0 148 
233400 9 1 148 
233600 9 0 149 
233800 9 0 149 
234000 9 0 149 
234200 9 0 149 
234400 9 0 149 
234600 9 0 149 
234800 9 0 149 
235000 9 0 149 
235200 9 0 149 
235400 9 0 149 
235600 8 1 149 
235800 8 1 149 
236000 9 0 149 
236200 9 0 149 
236400 9 0 149 
236600 9 0 149 
236800 9 0 149 
237000 9 0 149 
237200 9 0 149 
237400 9 0 149 
237600 9 0 149 
237800 9 0 149 
238000 9 0 149 
238200 9 0 151 
238400 9 0 152 
238600 9 0 152 
238800 9 0 154 
239000 9 0 155 
239200 9 0 155 
239400 9 0 155 
239600 9 0 155 
239800 9 0 155 
240000 9 0 155 
240200 9 0 156 
240400 9 0 156 
240600 9 0 157 
240800 9 0 157 
241000 9 0 157 
241200 9 0 157 
241400 9 0 157 
241600 9 0 157 
241800 8 1 157 
242000 9 0 157 
242200 9 0 157 
242400 9 0 157 
242600 9 0 157 
242800 9 0 157 
243000 9 0 157 
243200 9 0 158 
243400 9 0 158 
243600 9 0 158 
243800 9 0 158 
244000 9 0 158 
244200 9 0 158 
244400 9 0 158 
244600 9 0 158 
244800 9 0 158 
245000 8 1 158 
245200 9 0 158 
245400 9 0 158 
245600 9 0 158 
245800 9 0 158 
246000 9 0 158 
246200 9 0 158 
246400 9 0 158 
246600 9 0 158 
246800 9 0 158 
247000 9 0 158 
247200 9 0 158 
247400 9 0 158 
247600 8 1 158 
247800 9 0 158 
248000 9 0 158 
248200 9 0 158 
248400 9 0 159 
248600 9 0 159 
248800 9 0 159 
249000 9 0 159 
249200 9 0 160 
249400 9 0 160 
249600 9 0 160 
249800 9 0 160 
250000 9 0 160 
250200 9 0 160 
250400 9 0 161 
250600 9 0 161 
250800 9 0 161 
251000 9 0 161 
251200 9 0 162 
251400 9 0 163 
251600 9 0 163 
251800 9 0 163 
252000 9 0 163 
252200 9 0 163 
252400 9 1 163 
252600 9 0 163 
252800 9 0 163 
253000 9 0 163 
253200 8 1 163 
253400 9 0 163 
253600 9 0 163 
253800 9 0 163 
254000 9 0 163 
254200 9 0 163 
254400 9 0 163 
254600 9 0 163 
254800 9 0 164 
255000 9 0 164 
255200 9 0 164 
255400 9 0 164 
255600 9 0 164 
255800 9 0 164 
256000 9 0 166 
256200 9 0 166 
256400 9 0 166 
256600 9 0 167 
256800 9 0 167 
257000 9 0 167 
257200 9 0 167 
257400 9 0 167 
257600 8 1 167 
257800 8 1 167 
258000 9 0 167 
258200 9 0 167 
258400 9 0 167 
258600 9 0 167 
258800 9 0 168 
259000 9 0 169 
259200 9 0 169 
259400 9 0 169 
259600 9 0 169 
259800 9 0 169 
260000 9 0 169 
260200 9 0 169 
260400 9 0 169 
260600 9 0 169 
260800 9 0 169 
261000 9 0 169 
261200 9 0 169 
261400 9 0 169 
261600 9 0 169 
261800 9 0 169 
262000 9 0 169 
262200 9 0 169 
262400 9 0 170 
262600 9 0 170 
262800 9 0 170 
263000 9 0 170 
263200 9 0 170 
263400 9 0 170 
263600 8 1 170 
263800 9 0 170 
264000 9 0 170 
264200 9 0 171 
264400 9 0 171 
264600 9 0 171 
264800 9 0 171 
265000 9 0 171 
265200 9 0 171 
265400 9 0 171 
265600 9 0 171 
265800 9 0 171 
266000 9 0 171 
266200 9 0 171 
266400 9 0 171 
266600 9 0 171 
266800 9 0 171 
267000 9 0 171 
267200 9 0 171 
267400 9 0 171 
267600 9 0 171 
267800 9 0 171 
268000 9 0 171 
268200 9 0 171 
268400 9 0 171 
268600 9 0 171 
268800 8 1 171 
269000 9 0 171 
269200 8 1 171 
269400 9 0 171 
269600 9 0 171 
269800 9 0 171 
270000 9 0 171 
270200 9 0 172 
270400 9 0 172 
270600 8 1 173 
270800 9 0 173 
271000 9 0 173 
271200 9 0 173 
271400 9 0 173 
271600 9 0 173 
271800 8 1 173 
272000 9 0 173 
272200 9 0 173 
272400 9 0 173 
272600 9 0 173 
272800 9 0 173 
273000 9 0 173 
273200 9 0 173 
273400 9 0 173 
273600 9 0 173 
273800 9 0 173 
274000 9 0 173 
274200 9 0 173 
274400 9 0 173 
274600 9 0 173 
274800 9 0 173 
275000 9 0 173 
275200 9 0 173 
