SJF 
ID Tempo_de_Chegada Tempo_de_finalizacao Tempo_de_Processamento Tempo_de_Espera Tempo_de_Turnaround 
666 32306 1079478 457 801 1264 
663 32056 1079819 2645 5526 8178 
668 32375 1081861 930 1107 2042 
664 32150 1082745 2382 6361 8752 
667 32338 1087235 3411 4343 7757 
670 32500 1090927 3149 5028 8182 
671 32594 1094408 2970 4201 7173 
672 32627 1095292 2178 2179 4365 
669 32460 1095977 3065 11047 14116 
675 32758 1097363 833 553 1386 
676 32776 1098052 467 222 689 
674 32747 1098553 1487 1774 3261 
678 32784 1099620 482 585 1067 
679 32803 1103559 2084 1855 3939 
673 32718 1103772 1105 8259 9364 
680 32829 1106389 1366 1464 2830 
677 32778 1109911 2739 9120 11859 
682 32945 1109971 1716 1855 3582 
681 32854 1110269 3537 2960 6497 
685 33155 1115787 2422 3096 5518 
684 33072 1116643 2374 4293 6672 
686 33254 1119432 1394 2245 3645 
683 33009 1119716 2660 7140 9805 
688 33347 1121259 952 875 1827 
690 33418 1123271 1193 819 2012 
689 33410 1124060 1783 2561 4344 
687 33286 1124394 2260 5488 7751 
691 33424 1130148 3113 3764 6877 
692 33493 1131736 2987 4689 7676 
695 33636 1134445 1633 1071 2709 
693 33531 1134668 1986 8271 10274 
697 33744 1135913 546 699 1245 
694 33595 1136079 2405 3523 5931 
698 33761 1138298 856 1529 2385 
699 33767 1141117 2393 2645 5038 
696 33665 1144363 2620 7288 9918 
701 33800 1146593 3288 2188 5476 
702 33826 1147296 1410 1523 2933 
703 33872 1148031 814 624 1438 
700 33797 1151256 2449 10508 12958 
704 33951 1152787 2976 2505 5491 
706 34045 1153031 978 797 1775 
708 34119 1156839 1955 1853 3808 
707 34050 1156868 2271 1810 4081 
709 34183 1158076 633 604 1237 
710 34228 1159694 1326 1490 2826 
711 34283 1163958 3074 2808 5882 
712 34336 1165381 3058 2619 5687 
714 34358 1166529 395 753 1148 
713 34342 1169115 1873 3284 5157 
715 34443 1173582 2957 4092 7053 
716 34453 1175005 2985 2905 5890 
718 34591 1175290 238 47 285 
719 34685 1175373 83 0 83 
720 34708 1176058 331 354 685 
721 34778 1178566 1341 1167 2508 
717 34527 1178746 2710 2454 5164 
723 34907 1180247 1031 470 1501 
722 34866 1180878 902 1410 2312 
541 26065 1184225 3407 304706 308113 
726 35001 1184428 148 55 203 
724 34915 1185646 2594 2795 5399 
547 26338 1186401 1949 295173 297122 
728 35042 1188478 995 1837 2832 
727 35019 1189190 2385 2377 4762 
730 35161 1190590 1217 895 2112 
732 35233 1196324 2806 2923 5734 
733 35287 1198207 1131 752 1883 
729 35127 1199136 2345 10390 12735 
734 35313 1202976 2535 2234 4769 
731 35205 1203407 3925 10291 14217 
736 35453 1204835 1052 807 1859 
738 35514 1206393 778 780 1558 
739 35520 1206515 122 0 122 
740 35562 1208327 783 1029 1812 
741 35630 1211455 1558 1567 3128 
737 35485 1212313 3898 5008 8906 
743 35740 1215298 1861 1124 2985 
742 35718 1217779 3026 3298 6324 
745 35864 1218344 228 337 565 
744 35791 1219375 2170 1907 4077 
746 35962 1221310 1769 1197 2966 
735 35380 1222074 3302 19626 22938 
747 36049 1223257 1127 2755 3882 
750 36160 1224959 754 932 1702 
749 36127 1225084 865 2145 3010 
752 36302 1226173 536 553 1089 
748 36068 1227352 2830 3212 6042 
753 36347 1228518 1221 1124 2345 
754 36387 1228636 684 600 1284 
756 36456 1230973 1068 1269 2337 
751 36239 1231868 1836 5073 6909 
758 36582 1231920 52 0 52 
757 36549 1236073 2455 2645 5100 
346 16260 1236700 1703 706498 708201 
755 36440 1239873 3640 7700 11355 
760 36684 1240061 1353 2625 3988 
763 36821 1242064 912 1091 2003 
761 36740 1242275 1836 3739 5575 
764 36888 1245721 1593 2064 3657 
762 36741 1246114 2255 3986 6241 
766 36998 1248415 1584 1110 2694 
767 37030 1251091 2404 2573 4977 
768 37060 1253002 2781 1806 4587 
769 37093 1255877 2165 2621 4786 
765 36910 1257166 1622 13269 14891 
771 37173 1262222 3013 3327 6345 
772 37198 1262503 2569 2768 5337 
774 37280 1265409 1369 1524 2906 
773 37200 1266098 1475 2401 3876 
775 37284 1267452 994 1049 2043 
776 37332 1268468 1080 1290 2370 
777 37342 1269626 1236 938 2174 
597 28908 1272801 2808 297982 300790 
779 37481 1274508 1540 3342 4882 
778 37402 1274620 2945 3196 6152 
781 37580 1275627 510 609 1119 
780 37567 1279153 1766 4586 6352 
782 37672 1279709 2664 2425 5089 
784 37780 1281036 901 982 1883 
786 37849 1281654 256 362 618 
783 37691 1281931 2079 4223 6304 
788 37901 1282465 200 334 534 
789 37958 1283379 404 510 914 
787 37891 1284454 1045 1753 2800 
785 37786 1287773 2325 5738 8064 
