RR 
ID Tempo_de_Chegada Tempo_de_finalizacao Tempo_de_Processamento Tempo_de_Espera Tempo_de_Turnaround 
700 33797 1161115 2449 20345 22798 
706 34045 1161543 978 8139 9117 
714 34358 1165249 395 3311 3706 
701 33800 1169022 3288 27135 30431 
710 34228 1170044 1326 11073 12411 
708 34119 1173137 1955 16282 18237 
707 34050 1174482 2271 18938 21213 
704 33951 1175173 2976 24719 27701 
719 34685 1175417 83 852 935 
718 34591 1175445 238 2070 2308 
720 34708 1178323 331 2819 3150 
713 34342 1178773 1873 15779 17658 
705 33981 1181951 3327 27240 30573 
722 34866 1184116 902 7769 8671 
726 35001 1185496 148 1232 1380 
711 34283 1187143 3074 25551 28649 
723 34907 1187771 1031 8417 9448 
721 34778 1188047 1341 11269 12630 
712 34336 1189368 3058 25305 28394 
715 34443 1193014 2957 24793 27765 
717 34527 1195156 2710 22388 25112 
728 35042 1196367 995 8227 9224 
716 34453 1196601 2985 24588 27579 
725 34949 1199107 1849 15298 17156 
730 35161 1199356 1217 10088 11309 
724 34915 1203140 2594 21751 24367 
733 35287 1205512 1131 9218 10356 
739 35520 1206736 122 1102 1224 
727 35019 1207935 2385 20040 22439 
736 35453 1208801 1052 8642 9694 
729 35127 1209904 2345 19762 22133 
738 35514 1210397 778 6479 7257 
740 35562 1214313 783 6789 7577 
745 35864 1216514 228 1973 2201 
732 35233 1219427 2806 23605 26413 
734 35313 1219937 2535 21035 23570 
741 35630 1222626 1558 13133 14691 
731 35205 1225771 3925 32477 36403 
743 35740 1227170 1861 15399 17266 
735 35380 1227377 3302 27472 30776 
747 36049 1229919 1127 9365 10492 
744 35791 1230393 2170 17826 19996 
749 36127 1230830 865 7339 8204 
752 36302 1232463 536 4550 5086 
746 35962 1232840 1769 14553 16326 
750 36160 1233101 754 6576 7330 
758 36582 1233637 52 484 536 
737 35485 1235231 3898 31953 35875 
754 36387 1236850 684 5773 6457 
742 35718 1237169 3026 25326 28368 
753 36347 1241391 1221 10251 11472 
756 36456 1242492 1068 8954 10029 
751 36239 1244174 1836 15165 17004 
759 36651 1244924 1210 10077 11287 
748 36068 1246067 2830 23283 26130 
760 36684 1247910 1353 11326 12679 
763 36821 1250089 912 7786 8698 
761 36740 1253835 1836 15147 16985 
757 36549 1255800 2455 20505 22960 
764 36888 1257343 1593 13258 14851 
